hsa-mir-194-1,hsa-mir-29c,0.0286500
hsa-mir-29c,hsa-mir-194-1,0.0286500
hsa-mir-215,hsa-mir-29c,0.0306500
hsa-mir-29c,hsa-mir-215,0.0306500
hsa-mir-215,hsa-mir-126,0.0311300
hsa-mir-215,hsa-mir-10a,0.0364000
hsa-mir-10a,hsa-mir-215,0.0364000
hsa-mir-21,hsa-mir-10a,0.0386200
hsa-mir-10a,hsa-mir-21,0.0386200
hsa-mir-21,hsa-mir-126,0.0418100
hsa-mir-126,hsa-mir-21,0.0418100
hsa-mir-194-1,hsa-mir-27b,0.0444700
hsa-mir-194-1,hsa-mir-28,0.0494000
hsa-mir-28,hsa-mir-194-1,0.0494000
hsa-mir-194-1,hsa-mir-10a,0.0523600
hsa-mir-10a,hsa-mir-194-1,0.0523600
hsa-mir-194-1,hsa-mir-181b-1,0.0530400
hsa-mir-181a-1,hsa-mir-21,0.0541400
hsa-mir-21,hsa-mir-27b,0.0551200
hsa-mir-21,hsa-mir-338,0.0553300
hsa-mir-338,hsa-mir-21,0.0553300
hsa-mir-194-1,hsa-mir-199a-1,0.0564800
hsa-mir-199a-1,hsa-mir-194-1,0.0564800
hsa-mir-21,hsa-mir-181b-1,0.0570100
hsa-mir-181b-1,hsa-mir-21,0.0570100
hsa-mir-194-1,hsa-mir-30a,0.0571200
hsa-mir-30a,hsa-mir-194-1,0.0571200
hsa-mir-21,hsa-mir-494,0.0573900
hsa-mir-494,hsa-mir-21,0.0573900
hsa-mir-215,hsa-mir-494,0.0575400
hsa-mir-215,hsa-mir-617,0.0575400
hsa-mir-21,hsa-mir-30a,0.0578100
hsa-mir-30a,hsa-mir-21,0.0578100
hsa-mir-194-1,hsa-mir-338,0.0587100
hsa-mir-338,hsa-mir-194-1,0.0587100
hsa-mir-194-1,hsa-mir-99a,0.0589800
hsa-mir-194-1,hsa-mir-210,0.0591700
hsa-mir-194-1,hsa-mir-144,0.0601700
hsa-mir-215,hsa-mir-144,0.0603900
hsa-mir-144,hsa-mir-215,0.0603900
hsa-mir-194-1,hsa-mir-199b,0.0605400
hsa-mir-199b,hsa-mir-194-1,0.0605400
hsa-mir-21,hsa-mir-199a-1,0.0613000
hsa-mir-194-1,hsa-mir-494,0.0620900
hsa-mir-194-1,hsa-mir-617,0.0620900
hsa-mir-494,hsa-mir-194-1,0.0620900
hsa-mir-617,hsa-mir-194-1,0.0620900
hsa-mir-21,hsa-mir-144,0.0622000
hsa-mir-126,hsa-mir-194-1,0.0625500
hsa-mir-215,hsa-mir-338,0.0625600
hsa-mir-21,hsa-mir-370,0.0629000
hsa-mir-370,hsa-mir-21,0.0629000
hsa-mir-28,hsa-mir-21,0.0629300
hsa-mir-215,hsa-mir-509-1,0.0632000
hsa-mir-509-1,hsa-mir-215,0.0632000
hsa-mir-215,hsa-mir-513a-1,0.0632700
hsa-mir-513a-1,hsa-mir-215,0.0632700
hsa-mir-21,hsa-mir-29c,0.0640400
hsa-mir-29c,hsa-mir-21,0.0640400
hsa-mir-215,hsa-mir-370,0.0641500
hsa-mir-370,hsa-mir-215,0.0641500
hsa-mir-27b,hsa-mir-215,0.0644000
hsa-mir-215,hsa-mir-27b,0.0644100
hsa-mir-215,hsa-mir-28,0.0659000
hsa-mir-21,hsa-mir-210,0.0665000
hsa-mir-215,hsa-mir-99a,0.0680400
hsa-mir-215,hsa-mir-210,0.0680600
hsa-mir-210,hsa-mir-215,0.0680600
hsa-mir-215,hsa-mir-451,0.0707700
hsa-mir-451,hsa-mir-215,0.0707700
hsa-mir-21,hsa-mir-199b,0.0716900
hsa-mir-199b,hsa-mir-21,0.0716900
hsa-mir-509-1,hsa-mir-194-1,0.0722400
hsa-mir-21,hsa-mir-148a,0.0722700
hsa-mir-194-1,hsa-mir-513a-1,0.0726100
hsa-mir-513a-1,hsa-mir-194-1,0.0726100
hsa-mir-215,hsa-mir-149,0.0737100
hsa-mir-149,hsa-mir-215,0.0737100
hsa-mir-221,hsa-mir-215,0.0754100
hsa-mir-215,hsa-mir-199b,0.0767500
hsa-mir-181a-1,hsa-mir-215,0.0771800
hsa-mir-21,hsa-mir-509-1,0.0777800
hsa-mir-509-1,hsa-mir-21,0.0777800
hsa-mir-194-1,hsa-mir-146a,0.0784700
hsa-mir-146a,hsa-mir-194-1,0.0784700
hsa-mir-21,hsa-mir-221,0.0794100
hsa-mir-194-1,hsa-mir-451,0.0825900
hsa-mir-451,hsa-mir-194-1,0.0825900
hsa-mir-215,hsa-mir-146a,0.0835200
hsa-mir-146a,hsa-mir-215,0.0835200
hsa-mir-194-1,hsa-mir-221,0.0840300
hsa-mir-221,hsa-mir-194-1,0.0840300
hsa-mir-194-1,hsa-mir-181a-1,0.0840800
hsa-mir-21,hsa-mir-99a,0.0847200
hsa-mir-21,hsa-mir-424,0.0853500
hsa-mir-424,hsa-mir-21,0.0853500
hsa-mir-30a,hsa-mir-215,0.0868100
hsa-mir-215,hsa-mir-199a-2,0.0875100
hsa-mir-199a-2,hsa-mir-215,0.0875100
hsa-mir-21,hsa-mir-149,0.0888200
hsa-mir-149,hsa-mir-21,0.0888200
hsa-mir-21,hsa-mir-199a-2,0.0889200
hsa-mir-199a-2,hsa-mir-21,0.0889200
hsa-mir-194-1,hsa-mir-370,0.0927300
hsa-mir-370,hsa-mir-194-1,0.0927300
hsa-mir-215,hsa-mir-424,0.0928000
hsa-mir-424,hsa-mir-215,0.0928000
hsa-mir-21,hsa-mir-513a-1,0.0935600
hsa-mir-215,hsa-mir-148a,0.0953600
hsa-mir-148a,hsa-mir-215,0.0953600
hsa-mir-21,hsa-mir-451,0.0960900
hsa-mir-451,hsa-mir-21,0.0960900
hsa-mir-194-1,hsa-mir-195,0.0983100
hsa-mir-195,hsa-mir-194-1,0.0983100
hsa-mir-194-1,hsa-mir-148a,0.0989200
hsa-mir-148a,hsa-mir-194-1,0.0989200
hsa-mir-194-1,hsa-mir-149,0.1002100
hsa-mir-149,hsa-mir-194-1,0.1002100
hsa-mir-215,hsa-mir-195,0.1019000
hsa-mir-195,hsa-mir-215,0.1019000
hsa-mir-21,hsa-mir-195,0.1019600
hsa-mir-194-1,hsa-mir-424,0.1052100
hsa-mir-424,hsa-mir-194-1,0.1052100
hsa-mir-21,hsa-mir-146a,0.1124300
hsa-mir-194-1,hsa-mir-199a-2,0.1148400
hsa-mir-126,hsa-mir-215,0.1944700
hsa-mir-27b,hsa-mir-194-1,0.2078200
hsa-mir-181b-1,hsa-mir-194-1,0.2170700
hsa-mir-21,hsa-mir-181a-1,0.2174800
hsa-mir-27b,hsa-mir-21,0.2184800
hsa-mir-181b-1,hsa-mir-215,0.2200900
hsa-mir-21,hsa-mir-617,0.2207300
hsa-mir-617,hsa-mir-21,0.2207500
hsa-mir-215,hsa-mir-181b-1,0.2207500
hsa-mir-617,hsa-mir-215,0.2208800
hsa-mir-494,hsa-mir-215,0.2215700
hsa-mir-99a,hsa-mir-194-1,0.2223200
hsa-mir-210,hsa-mir-194-1,0.2225100
hsa-mir-144,hsa-mir-194-1,0.2235100
hsa-mir-199a-1,hsa-mir-21,0.2246500
hsa-mir-144,hsa-mir-21,0.2255500
hsa-mir-338,hsa-mir-215,0.2259000
hsa-mir-194-1,hsa-mir-126,0.2259000
hsa-mir-21,hsa-mir-28,0.2262700
hsa-mir-28,hsa-mir-215,0.2292400
hsa-mir-210,hsa-mir-21,0.2305200
hsa-mir-99a,hsa-mir-215,0.2313800
hsa-mir-194-1,hsa-mir-509-1,0.2355900
hsa-mir-148a,hsa-mir-21,0.2356300
hsa-mir-215,hsa-mir-221,0.2387500
hsa-mir-199b,hsa-mir-215,0.2400900
hsa-mir-215,hsa-mir-181a-1,0.2405200
hsa-mir-221,hsa-mir-21,0.2427600
hsa-mir-99a,hsa-mir-21,0.2480800
hsa-mir-181a-1,hsa-mir-194-1,0.2481000
hsa-mir-215,hsa-mir-30a,0.2508300
hsa-mir-215,hsa-mir-199a-1,0.2517400
hsa-mir-199a-1,hsa-mir-215,0.2517600
hsa-mir-513a-1,hsa-mir-21,0.2569100
hsa-mir-195,hsa-mir-21,0.2653300
hsa-mir-146a,hsa-mir-21,0.2764600
hsa-mir-199a-2,hsa-mir-194-1,0.2788700
hsa-mir-144,hsa-mir-205,0.4863800
hsa-mir-126,hsa-mir-205,0.4863800
hsa-mir-195,hsa-mir-205,0.4863800
hsa-mir-181b-1,hsa-mir-205,0.4863800
hsa-mir-10a,hsa-mir-205,0.4863800
hsa-mir-199a-2,hsa-mir-205,0.4863800
hsa-mir-181a-1,hsa-mir-205,0.4863800
hsa-mir-210,hsa-mir-205,0.4863800
hsa-mir-27b,hsa-mir-205,0.4863800
hsa-mir-221,hsa-mir-205,0.4863800
hsa-mir-199b,hsa-mir-205,0.4863800
hsa-mir-28,hsa-mir-205,0.4863800
hsa-mir-199a-1,hsa-mir-205,0.4863800
hsa-mir-451,hsa-mir-205,0.6496000
hsa-mir-370,hsa-mir-205,0.6496000
hsa-mir-617,hsa-mir-205,0.6496000
hsa-mir-99a,hsa-mir-205,0.6496000
hsa-mir-509-1,hsa-mir-205,0.6496000
hsa-mir-146a,hsa-mir-205,0.6497100
hsa-mir-149,hsa-mir-205,0.6497100
hsa-mir-148a,hsa-mir-205,0.6497100
hsa-mir-29c,hsa-mir-205,0.6497100
hsa-mir-205,hsa-mir-195,0.6515700
hsa-mir-205,hsa-mir-28,0.6515700
hsa-mir-205,hsa-mir-221,0.6518800
hsa-mir-205,hsa-mir-210,0.6520000
hsa-mir-205,hsa-mir-27b,0.6520000
hsa-mir-205,hsa-mir-29c,0.6520000
hsa-mir-205,hsa-mir-181b-1,0.6520000
hsa-mir-205,hsa-mir-146a,0.6520000
hsa-mir-205,hsa-mir-199a-1,0.6520000
hsa-mir-205,hsa-mir-10a,0.6522900
hsa-mir-205,hsa-mir-199a-2,0.6523000
hsa-mir-29c,hsa-mir-203,0.6523400
hsa-mir-28,hsa-mir-203,0.6523400
hsa-mir-146a,hsa-mir-203,0.6523500
hsa-mir-144,hsa-mir-203,0.6523500
hsa-mir-148a,hsa-mir-203,0.6523500
hsa-mir-10a,hsa-mir-203,0.6523500
hsa-mir-195,hsa-mir-203,0.6523500
hsa-mir-181a-1,hsa-mir-203,0.6523500
hsa-mir-126,hsa-mir-203,0.6523500
hsa-mir-149,hsa-mir-203,0.6523500
hsa-mir-181b-1,hsa-mir-203,0.6523500
hsa-mir-210,hsa-mir-203,0.6523500
hsa-mir-221,hsa-mir-203,0.6523500
hsa-mir-199a-1,hsa-mir-203,0.6523500
hsa-mir-199a-2,hsa-mir-203,0.6523500
hsa-mir-199b,hsa-mir-203,0.6523500
hsa-mir-27b,hsa-mir-203,0.6523500
hsa-mir-205,hsa-mir-126,0.6524500
hsa-mir-205,hsa-mir-144,0.6524900
hsa-mir-205,hsa-mir-148a,0.6524900
hsa-mir-205,hsa-mir-199b,0.6524900
hsa-mir-205,hsa-mir-149,0.6527200
hsa-mir-205,hsa-mir-181a-1,0.6527400
hsa-mir-30a,hsa-mir-205,0.8129200
hsa-mir-494,hsa-mir-205,0.8129200
hsa-mir-424,hsa-mir-205,0.8129200
hsa-mir-513a-1,hsa-mir-205,0.8129200
hsa-mir-338,hsa-mir-205,0.8136200
hsa-mir-205,hsa-mir-494,0.8150900
hsa-mir-205,hsa-mir-617,0.8150900
hsa-mir-205,hsa-mir-370,0.8152200
hsa-mir-205,hsa-mir-451,0.8154400
hsa-mir-205,hsa-mir-509-1,0.8154400
hsa-mir-205,hsa-mir-338,0.8154400
